2758	<sen_neu> See Afro-Latin American, though I would personally merge that artiucle and this one,	Podívejme se na Afro - Latinskou Ameriku , I když bych osobně spojil tuhle a tuhle ,	[0, 0, 1]	ERR
8154	<sen_neg> SLEEP WITH ME OR I WILL FUCKING KILL YOU AND BLOCK YOU!	Drž se mě , nebo tě zabiju a zabiju !	[1, 1, 1]	ERR
3984	<sen_neg> Wikipedia can lick the fattest part of my dick fuck nigga by caleb cronan	Wikipedia může lízat nejtlustší část mýho ptáka kurva negr by caleb cronan	[3, 0, 0]	NOT
6433	<sen_neg> You do not have the authority so to do, not even from your own Lodge lket alone your own Grand Lodge.	Nemáte takovou pravomoc , dokonce ani z vaší vlastní lože , jen z vaší vlastní Grand Lodge .	[1, 0, 1]	ERR
2355	<sen_neg> I am not guilty of these absurd allegations, leave me alone.	Nejsem vinen z těchto absurdních obvinění , nech mě na pokoji .	[0, 0, 0]	NOT
8605	<sen_neg> You must be a sock. Your request was your only edit.	Ty musíš být ponožka , tvoje žádost byla tvoje jediná úprava .	[0, 0, 1]	ERR
7522	<sen_neu> does teach that we should give but it was never forced on anyone.	naučí , že bychom měli dávat , ale nikdy na nikoho nebylo nuceno .	[0, 0, 0]	NOT
5177	<sen_neu> I don't believe Acciona even manufactures turbines. They do own and operate wind fields. I recommend reviewing the list	Nevěřím , že Acciona vůbec vyrábí turbíny . Mají vlastní a provozují větrné pole . Doporučuji přezkoumání seznamu	[0, 0, 0]	NOT
9807	<sen_neg> Makingdeath threats and leaving your ip address is the height of stupidity. Stp now before it is too late.	Makingdeath hrozby a opuštění vaší IP adresy je vrcholem hlouposti . Stp nyní , než je příliš pozdě .	[0, 0, 0]	NOT
4934	<sen_neg> u guys are all a bunch of jerks fuck u i hate you	Vy všichni jste banda kreténů , kurva , nenávidím vás .	[0, 0, 0]	NOT
6242	<sen_neu> Mufti is FM Einheit's nickname, and he left the band in 1995, during the recording of Ende Neu. [URL]	Mufti je přezdívka FM Einheit , a opustil kapelu v roce 1995 , během nahrávky Ende Neu . [ URL ]	[0, 0, 0]	NOT
9192	<sen_neg> By the way, I am NOT the author of the Tebson article, I just came across it after it was tagged as a speedy deletion request.	Mimochodem , nejsem autorem Tebson článku , jen jsem narazil na něj poté , co byl označen jako rychlý požadavek na odstranění .	[0, 0, 0]	NOT
8947	<sen_pos> new york i got 100 guns a hundred clips nigga, i'm from new york new york ja rule ft. fat joe and jadakiss - new york	New York mám 100 zbraní sto klipů negrá , jsem z New Yorku New York ja rule ft . fat joe a jadakiss - New York	[0, 0, 0]	NOT
7047	<sen_neg> Yeah, my bad MikeWazowski. No, not a bastard, but a d-bag.	Jo , můj zlý MikeWazowski , ne bastard , ale d - bag .	[1, 1, 0]	ERR
5528	<sen_neg> Should redirect to Tom Jones (singer) without question.	Měl by se bez otázek přesměrovat na Toma Jonese ( zpěvce ) .	[0, 0, 0]	NOT
4872	<sen_neg> Oh and if you can could you coneect this to the Saya Otonashi character page.	Oh a pokud můžete , můžete to přenést na stránku znaků Saya Otonashi .	[0, 1, 0]	ERR
1123	<sen_neg> CONSTRUCTION NOTE: I suggest that we keep the notes simple until we expand the resources and determine what to use where.	KONSTRUKČNÍ POZNÁMKA : Navrhuji , abychom si poznámky udrželi jednoduché , dokud nebudeme rozšiřovat zdroje a určit , co použít kde .	[0, 0, 0]	NOT
9287	<sen_pos> Scale is much better now. Certainly gives it a more menacing size compared to the 'in action' pose previously. Cheers Dinoguy2.	"Měřítko je nyní mnohem lepší . Jistě to dává větší hrozbu ve srovnání s "" v akci "" pózu dříve . Cheers Dinoguy2 ."	[3, 0, 0]	NOT
5525	<sen_neg> Oh, and calling the SITE Xenophobic is an attack on the content.	"A říkat "" SITE Xenophobic "" je útok na obsah ."	[0, 0, 1]	ERR
5081	<sen_neg> What a stupid name for a stupid Wikipedia editor like you dickhead.	Jak hloupé jméno pro hloupého editora Wikipedie , jako jsi ty blbec .	[1, 1, 0]	ERR
7679	<sen_neu> make only a real story about angeles city,i'm also from angeles city sapang bato... susan if u make a story about angeles, make it real o.k..	Udělej jen skutečnou historku o Angeles City , jsem také z Angeles City sapang bato . . . Susan , pokud uděláš historku o Angeles , udělej to skutečné ok .	[0, 0, 0]	NOT
8592	<sen_neg> You say that England does not have a national anthem of its own?!? You obviously don't live in England!	Říkáte , že Anglie nemá vlastní národní hymnu ? ! ? Očividně v Anglii nežijete !	[0, 0, 0]	NOT
1627	<sen_neg> Did you see that I crossed it out? Typical selective use of facts, you lying filth.	Typické selektivní použití skutečností , lžeš špínu .	[1, 3, 1]	ERR
5948	<sen_pos> dulita has a wonderfull background she is beutifull, talented and very very cool.	Dulita má úžasné pozadí je opatrná , talentovaná a velmi velmi cool .	[0, 0, 0]	NOT
9664	<sen_neu> Oh go cuck yourself. Protecting fake users. Coward. Fuck you	Oh , jdi si posrat . ochraňovat falešné uživatele . zbabělec . do prdele .	[0, 0, 0]	NOT
8408	<sen_pos> I ceated it as a category for all new Viacom like the new Paramount Television and Viacom Media Networks	Přenechala jsem ji jako kategorii pro všechny nové Viacom , jako jsou nové Paramount Television a Viacom Media Networks	[0, 0, 0]	NOT
8238	<sen_neg> I have heard all of that information before. But where did it come from? No one has been able to answer that question.	Slyšela jsem všechny tyto informace předtím , ale odkud pochází ? Nikdo nebyl schopen odpovědět na tuto otázku .	[0, 0, 0]	NOT
7688	<sen_neu> REDIRECT Talk:Former National Westminster Bank, Spring Gardens, Manchester	REDIRECT Talk : Bývalá Národní Westminsterská banka , Spring Gardens , Manchester	[0, 0, 0]	NOT
2506	<sen_neg> Is that addressed to me? If so, I don't know what that is.	Jestli ano , tak nevím , co to je .	[3, 1, 1]	ERR
5357	<sen_neu> Copyright problem is solved by editing the context, please watch this page.	Problém s autorským právem je vyřešen úpravou kontextu , podívejte se prosím na tuto stránku .	[0, 0, 0]	NOT
9891	<sen_neg> active autoblocks] on this user after accepting the unblock request. 	active autoblocks ] na tomto uživateli po přijetí žádosti o odblokování .	[0, 0, 0]	NOT
2398	<sen_neg> Jetstreamer: you can go and fuck yourself you stupid sick bastard homo!	Jetstreamer : můžeš jít a šukat si ty blbej hajzl homo !	[0, 1, 0]	ERR
4004	<sen_neg> Little Boots, the artist, was voted No 1. in BBC's sound of 2009 poll. I'm surprised there's no article on her.	Malířka Little Boots byla v roce 2009 hlasována na 1 . místě v hlasování BBC . Překvapuje mě , že na ní není článek .	[0, 1, 1]	ERR
6179	<sen_neu> But me like it, it is my fav-our-rite. Just like TehKewl likes to smear shit on his chest whilst masturbating to nude pictures of Justin Timberlake.	Ale mně se to líbí , je to můj fav - our - rite . Stejně jako TehKewl rád rozmazává sračky na hrudi , zatímco masturbuje na nahých fotkách Justina Timberlakeho .	[0, 0, 1]	ERR
5278	<sen_pos> Media:Example.oggyeah maybe is the right whaylink titlenot mmmm yeah	Média : Příklad . oggyeah možná je správný název whaylink ne mmmm yeah	[1, 0, 0]	ERR
8432	<sen_pos> Hello, Thanks for doing those updates. It looks great! Can we add a few pictures maybe? Thanks, Jerry www.galtmacdermot.com	Ahoj , Díky , že děláte ty aktualizace . Vypadá to skvěle ! Můžeme přidat pár fotek možná ? Díky , Jerry www . galtmacdermot . com	[1, 1, 0]	ERR
4169	<sen_neg> Holy Crap == I have an account, blocking my IP dosn't help. You people on wikipedia suck! ==	Holy Crap == Mám účet , blokování mého IP mi nepomůže . Vy lidi na wikipedia suck ! ==	[1, 1, 0]	ERR
1352	<sen_neu> I moved a remark on the Robin Hood index from here to the discussion of that Index.	Přesunula jsem poznámku k indexu Robina Hooda odtud k diskuzi o tomto indexu .	[0, 0, 0]	NOT
2312	<sen_neu> Hello. Check out Wikipedia:Welcome, newcomers for tips and info on writing and editing here.	Zdravím . Podívejte se na Wikipedii : Vítejte , nováčci pro tipy a informace o psaní a editaci zde .	[0, 0, 0]	NOT
145	<sen_neg> I also am a sock and iv harassed users evaded bans and you haven't caught me	Já jsem také ponožka a Iv obtěžoval uživatele unikl zákazy a vy jste mě nechytili	[1, 0, 1]	ERR
4993	<sen_neg> If you know of other health care information, no one is stopping you from adding it yourself.	Pokud víte o dalších informacích o zdravotní péči , nikdo vás nezastaví , abyste je přidali sami .	[0, 0, 0]	NOT
6191	<sen_neu> REDIRECT Talk:Timeline of 10th-century Muslim history	REDIRECT Talk : Timeline muslimské historie 10 . století	[0, 0, 0]	NOT
5091	<sen_neu> Your DO know that Hispanics are part of Europeoid race, don't you? Aparently you don't. Damn racist! Your beloved John Wayne	Víš , že hispánci jsou součástí rasy Evropanů , že ? Očividně ne .	[0, 1, 1]	ERR
2773	<sen_neu> The Six Feet Under logo could do with a transparent background.	Logo Six Feet Under by mohlo mít průhledný pozadí .	[0, 0, 0]	NOT
963	<sen_neu> Thanks you sir for your care ,maybe I missunderstand about this .so I will be deleted it. PHILOTHAI	Díky , pane za vaši péči , možná jsem špatně pochopil o tom . tak to bude smazáno .	[1, 0, 1]	ERR
2559	<sen_neg> You are vandalizing the Johnny Saade page. Pleae stop. Your name is Dima Saleh You're address is known.	Zničíte stránku Johnnyho Saadea , prosím , přestaňte , jmenujete se Dima Saleh .	[0, 1, 1]	ERR
1762	<sen_neu> You reverted some important facts from the Bob Carr article. Fuck you.	Zvrátil jste některé důležité fakta z článku Boba Carra .	[0, 1, 1]	ERR
4126	<sen_neu> P.S. William Windsor (goat) has been in the news quite a bit - see my comment in the DYK nom -)	P . S . William Windsor ( koza ) byl v novinách docela dost - viz můj komentář v DYK nom - )	[1, 0, 1]	ERR
1468	<sen_neg> And now you need to stop edit warring on . Your deletion nom was closed and reverted.	A nyní musíte přestat editovat varování na . Vaše jméno smazání bylo uzavřeno a navráceno .	[0, 0, 0]	NOT
2493	<sen_neg> Removing warnings is considered anger that other people type bull**** on my discussion page. Just for your info.	Odstranění varování je považováno za vztek , že ostatní lidé napsat bull**** na mé diskusní stránce . Jen pro vaše informace .	[0, 0, 1]	ERR
3522	<sen_neu> Disclosing my affliation to M. Sanjayan, whose wikipedia page I just edited. I work with Sanjayan as a consultant to Conservation International.	Zpřístupnění mé afliace M . Sanjayan , jehož wikipedia stránky jsem právě upravoval . Pracuji s Sanjayan jako konzultant na Conservation International .	[0, 0, 0]	NOT
1621	<sen_neg> It is not a form of religious persecution. What are you really trying to push because I want to understand your mentality?	To není forma náboženského pronásledování , co se opravdu snažíš prosadit , protože chci pochopit tvou mentalitu ?	[0, 0, 0]	NOT
4722	<sen_neg> You'd think the Divine Comedy might merit a mention.	Myslíš si , že boží komedie si zaslouží zmínku .	[1, 1, 1]	ERR
1171	<sen_neg> Why you reverted the page to forbidden cooperated content ?.It was deleted because it was cooperated material from here [URL] Now what to do ?	Proč jste obrátili stránku na zakázanou spolupracující obsah ? . Byla smazána , protože to bylo spolupracující materiál z zde [ URL ] Nyní co dělat ?	[0, 0, 0]	NOT
6761	<sen_neu> Additionally as practice has begun, Charles Pic's presence in the series should become obvious.	Kromě toho , jak se začala praxe , by měla být přítomnost Charlese Pica v sérii zřejmá .	[0, 0, 0]	NOT
5553	<sen_pos> Awesome! Then I'll simply disregard your notice. Thanks!	Skvělé ! Pak budu prostě ignorovat vaše upozornění . Díky !	[0, 0, 0]	NOT
7900	<sen_neu> If you have any suggestions on these settings please post them here.	Máte - li jakékoliv návrhy na tyto nastavení , pošlete je prosím zde .	[0, 0, 0]	NOT
8691	<sen_neu> I don't know much about the subject, but I would've guessed invagination to be the big one after symbiosis.	O tomhle tématu nevím moc , ale předpokládal bych , že invaginace je ta největší po symbiózě .	[0, 0, 0]	NOT
7793	<sen_neu> Aww, you're not going for good, surely? I'll be sorry to see you leave. I ever valued you RFA input. ''''''	Nebude mi líto , že odcházíš . Už jsem ti někdy ocenil vstup RFA .	[1, 0, 0]	ERR
6107	<sen_pos> rgtftrufdhrxswedxsedxserfcxdsedrs yup spaming rules teh world	rgtftrufdhrxswedxsedxserfcxdsedrs yup spamování pravidel teh svět	[0, 3, 0]	NOT
8137	<sen_neu> You have NOT heeded your last warning. A Block of this ip is in progress. Have a nice day )	Neslyšel jste své poslední varování . Blok tohoto ip je v procesu . Mějte si hezký den )	[1, 0, 0]	ERR
3579	<sen_neu> Silesia was located in Magna Germania and for many centuries was a part of the Holy Roman Empire of German Nation (see map in 1600s )	Silesia se nachází v Magna Germania a po mnoho století byla součástí Svaté římské říše Německého národa ( viz mapa v 1600s )	[0, 1, 1]	ERR
3479	<sen_pos> lebron james got a triple double in the all star game in 2011, so jordan is the first not the only.	Lebron James získal trojnásobnou dvojnásobku v celohvězdné hře v roce 2011 , takže jordan je první , ne jediný .	[1, 0, 1]	ERR
6950	<sen_pos> is a well diversified community of race and income.	je dobře diverzifikovanou komunitou rasy a příjmu .	[0, 0, 0]	NOT
4930	<sen_neg> I'll be reverting it again shortly unless someone shows me it's the wrong thing to do.	Zanedlouho to zopakuji , pokud mi někdo neukáže , že je to špatná věc .	[0, 0, 0]	NOT
1766	<sen_neg> Im try to friends with you.. explain to me about f35 not fight	Snažím se s tebou kamarádit . . vysvětlete mi o f35 ne bojovat	[0, 0, 0]	NOT
3747	<sen_neu> He is a Jew by way of having been born a Jew. His mother and his father were Jewish.	Je Židem tím , že se narodil Židem . Jeho matka a jeho otec byli Židy .	[0, 0, 0]	NOT
2668	<sen_neg> Why don't you crawl away and die you disgusting pig. Go fuck yourself you saddo	Proč se nevlezeš pryč a nezemřeš ty nechutný prase .	[3, 1, 1]	ERR
143	<sen_pos> Its really fun to shake up ant farms and watch the ants get pissed	Je to opravdu zábava otřást farmy mravenci a dívat se , mravenci se naštvat	[0, 0, 3]	NOT
9311	<sen_neg> around 25% of all leeches are predatory in nature. Most are ectoparasites, which is in confrontation with most of this topic.	kolem 25% všech děvců jsou v přírodě predátorské . Většina jsou ectoparasite , což je v konfrontaci s většinou tohoto tématu .	[0, 1, 0]	ERR
1880	<sen_pos> Knanaya== Thank you Mathew, you are very kind. ==	Knanaya== Děkuju Mathew , jsi velmi laskavý .	[0, 0, 0]	NOT
